month,division,line,day_type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
2021-01-01,B DIVISION,D,1,4797,5480,0.87536496
2021-01-01,B DIVISION,D,2,2182,2376,0.91835016
2021-01-01,B DIVISION,E,1,6767,8224,0.8228356
2021-01-01,B DIVISION,E,2,2411,2518,0.95750594
2021-01-01,B DIVISION,F,1,5195,6095,0.85233796
2021-01-01,B DIVISION,F,2,1950,2292,0.8507853
2021-01-01,B DIVISION,FS,1,4718,4720,0.9995763
2021-01-01,B DIVISION,FS,2,2244,2318,0.96807593
2021-01-01,B DIVISION,G,1,5224,5600,0.93285716
2021-01-01,B DIVISION,G,2,2327,2536,0.91758674
2021-01-01,B DIVISION,H,1,3307,3360,0.98422617
2021-01-01,B DIVISION,H,2,1695,1709,0.99180806
2021-01-01,B DIVISION,J,1,5310,5580,0.9516129
2021-01-01,B DIVISION,J,2,2276,2452,0.9282219
2021-01-01,B DIVISION,L,1,10486,10918,0.9604323
2021-01-01,B DIVISION,L,2,4596,4882,0.94141746
2021-01-01,B DIVISION,M,1,4575,5400,0.8472222
2021-01-01,B DIVISION,M,2,2468,2493,0.98997194
2021-01-01,B DIVISION,N,1,7620,9120,0.8355263
2021-01-01,B DIVISION,N,2,2460,2872,0.856546
2021-01-01,B DIVISION,Q,1,5464,6292,0.8684043
2021-01-01,B DIVISION,Q,2,2565,2984,0.85958445
2021-01-01,B DIVISION,R,1,4806,5660,0.8491166
2021-01-01,B DIVISION,R,2,2227,2376,0.93728954
2021-02-01,A DIVISION,1,1,7793,9068,0.8593957
2021-02-01,A DIVISION,1,2,3656,4176,0.8754789
2021-02-01,A DIVISION,2,1,4536,6137,0.73912334
2021-02-01,A DIVISION,2,2,1458,2276,0.6405975
2021-02-01,A DIVISION,3,1,4729,5735,0.82458586
2021-02-01,A DIVISION,3,2,1448,1886,0.7677625
2021-02-01,A DIVISION,4,1,5948,7188,0.82749027
2021-02-01,A DIVISION,4,2,1975,2418,0.81679076
2021-02-01,A DIVISION,5,1,5005,6234,0.8028553
2021-02-01,A DIVISION,5,2,1694,1885,0.8986737
2021-02-01,A DIVISION,6,1,8880,10537,0.8427446
2021-02-01,A DIVISION,6,2,2187,2558,0.8549648
2021-02-01,A DIVISION,7,1,10470,12197,0.8584078
2021-02-01,A DIVISION,7,2,3110,3289,0.9455762
2021-02-01,A DIVISION,GS,1,5000,5012,0.99760574
2021-02-01,A DIVISION,GS,2,1910,1936,0.98657024
2021-02-01,B DIVISION,A,1,5182,7149,0.7248566
2021-02-01,B DIVISION,A,2,2039,2529,0.80624753
2021-02-01,B DIVISION,B,1,2607,3651,0.71405095
2021-02-01,B DIVISION,C,1,2542,3078,0.825861
2021-02-01,B DIVISION,C,2,1038,1410,0.73617023
2021-02-01,B DIVISION,D,1,3870,5194,0.7450905
2021-02-01,B DIVISION,D,2,1709,1944,0.8791152
2021-02-01,B DIVISION,E,1,6647,7814,0.8506527
2021-02-01,B DIVISION,E,2,1785,1896,0.9414557
2021-02-01,B DIVISION,F,1,4770,5817,0.8200103
2021-02-01,B DIVISION,F,2,1619,1888,0.8575212
2021-02-01,B DIVISION,FS,1,4411,4484,0.9837199
2021-02-01,B DIVISION,FS,2,1914,1922,0.9958377
2021-02-01,B DIVISION,G,1,4562,5318,0.8578413
2021-02-01,B DIVISION,G,2,1911,2102,0.90913415
2021-02-01,B DIVISION,H,1,2805,3039,0.923001
2021-02-01,B DIVISION,H,2,1344,1420,0.94647884
2021-02-01,B DIVISION,J,1,4417,5287,0.8354454
2021-02-01,B DIVISION,J,2,1746,2028,0.8609468
2021-02-01,B DIVISION,L,1,8939,10355,0.8632545
2021-02-01,B DIVISION,L,2,3043,3296,0.9232403
2021-02-01,B DIVISION,M,1,4451,5128,0.8679797
2021-02-01,B DIVISION,M,2,2005,2076,0.9657996
2021-02-01,B DIVISION,N,1,6527,8627,0.7565782
2021-02-01,B DIVISION,N,2,1728,2192,0.7883212
2021-02-01,B DIVISION,Q,1,4430,5991,0.73944247
2021-02-01,B DIVISION,Q,2,2358,2704,0.8720414
2021-02-01,B DIVISION,R,1,4512,5377,0.8391296
2021-02-01,B DIVISION,R,2,1807,1944,0.92952675
2021-03-01,A DIVISION,1,1,9705,10786,0.8997775
2021-03-01,A DIVISION,1,2,2107,2330,0.90429187
2021-03-01,A DIVISION,2,1,6262,7832,0.79954034
2021-03-01,A DIVISION,2,2,1285,1888,0.6806144
2021-03-01,A DIVISION,3,1,5469,6173,0.885955
2021-03-01,A DIVISION,3,2,1158,1574,0.7357052
2021-03-01,A DIVISION,4,1,7401,8622,0.8583855
2021-03-01,A DIVISION,4,2,1821,2126,0.8565381
2021-03-01,A DIVISION,5,1,6618,7519,0.8801702
2021-03-01,A DIVISION,5,2,1255,1414,0.88755304
2021-03-01,A DIVISION,6,1,11274,12742,0.8847905
2021-03-01,A DIVISION,6,2,1951,2250,0.8671111
2021-03-01,A DIVISION,7,1,13990,14717,0.95060134
2021-03-01,A DIVISION,7,2,2521,2638,0.95564824
2021-03-01,A DIVISION,GS,1,11456,11486,0.9973881
2021-03-01,A DIVISION,GS,2,2350,2350,1
2021-03-01,B DIVISION,A,1,7107,8664,0.82029086
2021-03-01,B DIVISION,A,2,1704,2231,0.76378304
2021-03-01,B DIVISION,B,1,3701,4476,0.82685435
2021-03-01,B DIVISION,C,1,3382,3726,0.9076758
2021-03-01,B DIVISION,C,2,1013,1248,0.81169873
2021-03-01,B DIVISION,D,1,5399,6301,0.8568481
2021-03-01,B DIVISION,D,2,1522,1722,0.883856
2021-03-01,B DIVISION,E,1,8531,9446,0.90313363
2021-03-01,B DIVISION,E,2,1643,1674,0.9814815
2021-03-01,B DIVISION,F,1,6163,7395,0.83340096
2021-03-01,B DIVISION,F,2,1478,1666,0.8871549
2021-03-01,B DIVISION,FS,1,5425,5428,0.9994473
2021-03-01,B DIVISION,FS,2,1690,1690,1
2021-03-01,B DIVISION,G,1,5834,6440,0.9059006
2021-03-01,B DIVISION,G,2,1668,1847,0.90308607
2021-03-01,B DIVISION,H,1,3255,3340,0.9745509
2021-03-01,B DIVISION,H,2,168,168,1
2021-03-01,B DIVISION,J,1,5913,6416,0.92160225
2021-03-01,B DIVISION,J,2,1571,1780,0.8825843
2021-03-01,B DIVISION,L,1,11964,12624,0.9477186
2021-03-01,B DIVISION,L,2,3236,3432,0.94289047
2021-03-01,B DIVISION,M,1,5707,6204,0.9198904
2021-03-01,B DIVISION,M,2,1771,1828,0.96881837
2021-03-01,B DIVISION,N,1,8828,10482,0.8422057
2021-03-01,B DIVISION,N,2,1486,1722,0.8629501
2021-03-01,B DIVISION,Q,1,6301,7324,0.86032224
2021-03-01,B DIVISION,Q,2,1914,2163,0.8848821
2021-03-01,B DIVISION,R,1,5827,6509,0.895222
2021-03-01,B DIVISION,R,2,1632,1717,0.95049506
2021-04-01,A DIVISION,1,1,9363,10330,0.9063892
2021-04-01,A DIVISION,1,2,2015,2336,0.8625856
2021-04-01,A DIVISION,2,1,6253,7144,0.87527996
2021-04-01,A DIVISION,2,2,931,1700,0.54764706
2021-04-01,A DIVISION,3,1,5905,6456,0.91465306
2021-04-01,A DIVISION,3,2,1013,1580,0.64113927
2021-04-01,A DIVISION,4,1,7083,8136,0.87057525
2021-04-01,A DIVISION,4,2,1800,2136,0.8426966
2021-04-01,A DIVISION,5,1,6406,7190,0.8909597
2021-04-01,A DIVISION,5,2,1355,1548,0.875323
2021-04-01,A DIVISION,6,1,10977,12195,0.900123
2021-04-01,A DIVISION,6,2,1949,2256,0.8639184
2021-04-01,A DIVISION,7,1,13026,14144,0.9209559
2021-04-01,A DIVISION,7,2,2696,2852,0.94530153
2021-04-01,A DIVISION,GS,1,10867,10906,0.99642396
2021-04-01,A DIVISION,GS,2,2430,2476,0.98142165
2021-04-01,B DIVISION,A,1,6971,8381,0.8317623
2021-04-01,B DIVISION,A,2,1813,2244,0.80793226
2021-04-01,B DIVISION,B,1,3733,4312,0.86572355
2021-04-01,B DIVISION,C,1,3244,3564,0.91021323
2021-04-01,B DIVISION,C,2,1182,1450,0.81517243
2021-04-01,B DIVISION,D,1,5210,6036,0.8631544
2021-04-01,B DIVISION,D,2,1640,1748,0.9382151
2021-04-01,B DIVISION,E,1,8164,9020,0.90509975
2021-04-01,B DIVISION,E,2,1571,1680,0.93511903
2021-04-01,B DIVISION,F,1,5997,6735,0.8904232
2021-04-01,B DIVISION,F,2,1497,1672,0.8953349
2021-04-01,B DIVISION,FS,1,5186,5192,0.9988444
2021-04-01,B DIVISION,FS,2,1690,1696,0.9964623
2021-04-01,B DIVISION,G,1,5658,6160,0.9185065
2021-04-01,B DIVISION,G,2,1694,1852,0.9146868
2021-04-01,B DIVISION,H,1,3580,3652,0.98028475
2021-04-01,B DIVISION,H,2,1233,1252,0.9848243
2021-04-01,B DIVISION,J,1,5779,6139,0.9413585
2021-04-01,B DIVISION,J,2,1695,1792,0.9458705
2021-04-01,B DIVISION,L,1,11587,12058,0.9609388
2021-04-01,B DIVISION,L,2,3460,3732,0.9271168
2021-04-01,B DIVISION,M,1,5428,5930,0.9153457
2021-04-01,B DIVISION,M,2,1799,1822,0.9873765
2021-04-01,B DIVISION,N,1,8575,9712,0.8829283
2021-04-01,B DIVISION,N,2,1425,1728,0.8246528
2021-04-01,B DIVISION,Q,1,6106,6949,0.87868756
2021-04-01,B DIVISION,Q,2,1924,2176,0.88419116
2021-04-01,B DIVISION,R,1,5656,6227,0.90830255
2021-04-01,B DIVISION,R,2,1579,1728,0.9137731
2021-05-01,A DIVISION,1,1,8421,9226,0.9127466
2021-05-01,A DIVISION,1,2,2736,3194,0.8566061
2021-05-01,A DIVISION,2,1,5526,6484,0.8522517
2021-05-01,A DIVISION,2,2,1759,2728,0.6447947
2021-05-01,A DIVISION,3,1,5391,5978,0.90180665
2021-05-01,A DIVISION,3,2,1622,2294,0.7070619
2021-05-01,A DIVISION,4,1,6503,7444,0.87358946
2021-05-01,A DIVISION,4,2,2396,2922,0.8199863
2021-05-01,A DIVISION,5,1,5708,6508,0.87707436
2021-05-01,A DIVISION,5,2,1595,1879,0.8488558
2021-05-01,A DIVISION,6,1,10092,11133,0.9064942
2021-05-01,A DIVISION,6,2,2671,3082,0.86664504
2021-05-01,A DIVISION,7,1,11017,12188,0.9039219
2021-05-01,A DIVISION,7,2,3601,4032,0.89310515
2021-05-01,A DIVISION,GS,1,10282,10304,0.9978649
2021-05-01,A DIVISION,GS,2,3253,3276,0.9929792
2021-05-01,B DIVISION,A,1,5903,7735,0.7631545
2021-05-01,B DIVISION,A,2,2431,3080,0.7892857
2021-05-01,B DIVISION,B,1,3056,3872,0.7892562
2021-05-01,B DIVISION,C,1,2698,3240,0.83271605
2021-05-01,B DIVISION,C,2,1421,1710,0.8309941
2021-05-01,B DIVISION,D,1,4216,5456,0.77272725
2021-05-01,B DIVISION,D,2,2074,2376,0.8728956
2021-05-01,B DIVISION,E,1,6725,8184,0.8217253
2021-05-01,B DIVISION,E,2,2032,2304,0.8819444
2021-05-01,B DIVISION,F,1,5746,7785,0.73808604
2021-05-01,B DIVISION,F,2,1876,2292,0.81849915
2021-05-01,B DIVISION,FS,1,4471,4484,0.99710083
2021-05-01,B DIVISION,FS,2,2315,2318,0.9987058
2021-05-01,B DIVISION,G,1,4668,5597,0.83401823
2021-05-01,B DIVISION,G,2,2300,2536,0.90694004
2021-05-01,B DIVISION,H,1,2772,2832,0.9788136
2021-05-01,B DIVISION,H,2,854,868,0.983871
2021-05-01,B DIVISION,J,1,4826,5301,0.91039425
2021-05-01,B DIVISION,J,2,2296,2452,0.9363785
2021-05-01,B DIVISION,L,1,10420,10966,0.95020974
2021-05-01,B DIVISION,L,2,4911,5122,0.95880514
2021-05-01,B DIVISION,M,1,4753,5384,0.8828009
2021-05-01,B DIVISION,M,2,2407,2502,0.96203035
2021-05-01,B DIVISION,N,1,7021,8593,0.8170604
2021-05-01,B DIVISION,N,2,2353,2808,0.837963
2021-05-01,B DIVISION,Q,1,5058,6438,0.7856477
2021-05-01,B DIVISION,Q,2,2391,2984,0.80127347
2021-05-01,B DIVISION,R,1,4778,5660,0.8441696
2021-05-01,B DIVISION,R,2,2171,2376,0.91372055
2021-06-01,A DIVISION,1,1,9052,10192,0.8881476
2021-06-01,A DIVISION,1,2,1915,2336,0.81977737
2021-06-01,A DIVISION,2,1,5898,7127,0.8275572
2021-06-01,A DIVISION,2,2,828,1680,0.49285713
2021-06-01,A DIVISION,3,1,5646,6584,0.8575334
2021-06-01,A DIVISION,3,2,1078,1668,0.646283
2021-06-01,A DIVISION,4,1,6625,8128,0.8150837
2021-06-01,A DIVISION,4,2,1627,2136,0.76170415
2021-06-01,A DIVISION,5,1,6081,7247,0.83910584
2021-06-01,A DIVISION,5,2,937,1130,0.82920355
2021-06-01,A DIVISION,6,1,10799,12440,0.8680868
2021-06-01,A DIVISION,6,2,1757,2256,0.77881205
2021-06-01,A DIVISION,7,1,13093,14399,0.90929925
2021-06-01,A DIVISION,7,2,2417,2852,0.84747547
2021-06-01,A DIVISION,GS,1,10999,11308,0.9726742
2021-06-01,A DIVISION,GS,2,2860,2865,0.9982548
2021-06-01,B DIVISION,A,1,6384,8507,0.75044084
2021-06-01,B DIVISION,A,2,3058,3787,0.80749935
2021-06-01,B DIVISION,B,1,3097,4272,0.7249532
2021-06-01,B DIVISION,C,1,3033,3566,0.8505328
2021-06-01,B DIVISION,C,2,863,1248,0.6915064
2021-06-01,B DIVISION,D,1,4471,6072,0.7363307
2021-06-01,B DIVISION,D,2,1391,1728,0.8049769
2021-06-01,B DIVISION,E,1,6112,9020,0.67760533
2021-06-01,B DIVISION,E,2,1508,1680,0.89761907
2021-06-01,B DIVISION,F,1,5769,8560,0.6739486
2021-06-01,B DIVISION,F,2,1413,1672,0.8450957
2021-06-01,B DIVISION,FS,1,5164,5192,0.9946071
2021-06-01,B DIVISION,FS,2,1693,1696,0.9982311
2021-06-01,B DIVISION,G,1,5065,6149,0.82371116
2021-06-01,B DIVISION,G,2,1614,1852,0.8714903
2021-06-01,B DIVISION,H,1,3531,3696,0.95535713
2021-06-01,B DIVISION,H,2,1222,1252,0.97603834
2021-06-01,B DIVISION,J,1,5660,6139,0.92197424
2021-06-01,B DIVISION,J,2,1611,1792,0.8989955
2021-06-01,B DIVISION,L,1,11517,12360,0.93179613
2021-06-01,B DIVISION,L,2,3483,3644,0.95581776
2021-06-01,B DIVISION,M,1,4809,5924,0.8117826
2021-06-01,B DIVISION,M,2,1742,1832,0.9508734
2021-06-01,B DIVISION,N,1,7707,9961,0.7737175
2021-06-01,B DIVISION,N,2,1281,1728,0.7413194
2021-06-01,B DIVISION,Q,1,5240,6970,0.7517934
2021-06-01,B DIVISION,Q,2,1428,2068,0.69052225
2021-06-01,B DIVISION,R,1,5009,6216,0.8058237
2021-06-01,B DIVISION,R,2,1308,1724,0.75870067
2021-07-01,A DIVISION,1,1,8044,9632,0.8351329
2021-07-01,A DIVISION,1,2,2756,2956,0.932341
2021-07-01,A DIVISION,2,1,5393,6789,0.7943733
2021-07-01,A DIVISION,2,2,1553,2292,0.67757416
2021-07-01,A DIVISION,3,1,5207,6130,0.849429
2021-07-01,A DIVISION,3,2,1658,2060,0.8048544
2021-07-01,A DIVISION,4,1,6587,7766,0.8481844
2021-07-01,A DIVISION,4,2,2300,2698,0.85248333
2021-07-01,A DIVISION,5,1,5890,6909,0.8525112
2021-07-01,A DIVISION,5,2,1374,1463,0.93916607
2021-07-01,A DIVISION,6,1,10445,12174,0.857976
2021-07-01,A DIVISION,6,2,3681,3944,0.9333164
2021-07-01,A DIVISION,7,1,12622,13520,0.93357986
2021-07-01,A DIVISION,7,2,3585,3994,0.8975964
2021-07-01,A DIVISION,GS,1,10432,10510,0.9925785
2021-07-01,A DIVISION,GS,2,2576,2602,0.9900077
2021-07-01,B DIVISION,A,1,5498,7750,0.70941937
2021-07-01,B DIVISION,A,2,2074,2816,0.7365057
2021-07-01,B DIVISION,B,1,2972,4116,0.72206026
2021-07-01,B DIVISION,C,1,2708,3592,0.75389755
2021-07-01,B DIVISION,C,2,1258,1572,0.80025446
2021-07-01,B DIVISION,D,1,4266,6057,0.70430905
2021-07-01,B DIVISION,D,2,3557,4292,0.82875115
2021-07-01,B DIVISION,E,1,5929,8610,0.6886179
2021-07-01,B DIVISION,E,2,1904,2112,0.9015151
2021-07-01,B DIVISION,F,1,5595,8134,0.68785346
2021-07-01,B DIVISION,F,2,1875,2104,0.8911597
2021-07-01,B DIVISION,FS,1,4640,4668,0.9940017
2021-07-01,B DIVISION,FS,2,2124,2148,0.9888268
2021-07-01,B DIVISION,G,1,4991,5880,0.84880954
2021-07-01,B DIVISION,G,2,1982,2336,0.8484589
2021-07-01,B DIVISION,H,1,3472,3529,0.9838481
2021-07-01,B DIVISION,H,2,1429,1587,0.9004411
2021-07-01,B DIVISION,J,1,5038,5859,0.8598737
2021-07-01,B DIVISION,J,2,2095,2262,0.92617154
2021-07-01,B DIVISION,L,1,10878,11647,0.9339744
2021-07-01,B DIVISION,L,2,4515,4772,0.94614416
2021-07-01,B DIVISION,M,1,4533,5668,0.799753
2021-07-01,B DIVISION,M,2,2203,2328,0.9463059
2021-07-01,B DIVISION,N,1,7143,9571,0.746317
2021-07-01,B DIVISION,N,2,1733,2160,0.8023148
2021-07-01,B DIVISION,Q,1,5166,6891,0.7496735
2021-07-01,B DIVISION,Q,2,2200,2682,0.82028335
2021-07-01,B DIVISION,R,1,4790,5930,0.80775714
2021-07-01,B DIVISION,R,2,1988,2160,0.9203704
2021-08-01,A DIVISION,1,1,8534,9986,0.85459644
2021-08-01,A DIVISION,1,2,2197,2610,0.8417624
2021-08-01,A DIVISION,2,1,6005,7130,0.842216
2021-08-01,A DIVISION,2,2,1203,1906,0.6311647
2021-08-01,A DIVISION,3,1,5583,6626,0.8425898
2021-08-01,A DIVISION,3,2,1411,1824,0.7735746
2021-08-01,A DIVISION,4,1,7177,8447,0.84965074
2021-08-01,A DIVISION,4,2,1816,2388,0.760469
2021-08-01,A DIVISION,5,1,6333,7238,0.8749655
2021-08-01,A DIVISION,5,2,1614,1817,0.88827735
2021-08-01,A DIVISION,6,1,10401,12259,0.8484379
2021-08-01,A DIVISION,6,2,2109,2518,0.8375695
2021-08-01,A DIVISION,7,1,12520,14163,0.8839935
2021-08-01,A DIVISION,7,2,3336,3618,0.9220564
2021-08-01,A DIVISION,GS,1,7366,7480,0.98475933
2021-08-01,A DIVISION,GS,2,1860,1872,0.99358976
2021-08-01,B DIVISION,A,1,5720,8377,0.682822
2021-08-01,B DIVISION,A,2,1749,2495,0.701002
2021-08-01,B DIVISION,B,1,3236,4312,0.75046384
2021-08-01,B DIVISION,C,1,3175,4400,0.72159094
2021-08-01,B DIVISION,C,2,981,1398,0.7017167
2021-08-01,B DIVISION,D,1,4614,6091,0.7575111
2021-08-01,B DIVISION,D,2,1757,2156,0.8149351
2021-08-01,B DIVISION,E,1,6812,9020,0.75521064
2021-08-01,B DIVISION,E,2,1612,1884,0.85562634
2021-08-01,B DIVISION,F,1,6218,8588,0.72403353
2021-08-01,B DIVISION,F,2,1314,1880,0.69893616
2021-08-01,B DIVISION,FS,1,5168,5192,0.9953775
2021-08-01,B DIVISION,FS,2,1843,1894,0.9730729
2021-08-01,B DIVISION,G,1,5483,6523,0.84056413
2021-08-01,B DIVISION,G,2,1762,2152,0.8187732
2021-08-01,B DIVISION,H,1,3627,3696,0.98133117
2021-08-01,B DIVISION,H,2,1340,1398,0.9585122
2021-08-01,B DIVISION,J,1,5578,6140,0.9084691
2021-08-01,B DIVISION,J,2,1741,2006,0.8678963
2021-08-01,B DIVISION,L,1,11179,12031,0.92918295
2021-08-01,B DIVISION,L,2,3062,3492,0.8768614
2021-08-01,B DIVISION,M,1,4827,5940,0.81262624
2021-08-01,B DIVISION,M,2,1257,1304,0.9639571
2021-08-01,B DIVISION,N,1,7273,9788,0.7430527
2021-08-01,B DIVISION,N,2,1419,1944,0.72993827
2021-08-01,B DIVISION,Q,1,4887,6923,0.7059078
2021-08-01,B DIVISION,Q,2,1790,2386,0.75020957
2021-08-01,B DIVISION,R,1,4910,6195,0.79257464
2021-08-01,B DIVISION,R,2,1606,1940,0.827835
2021-09-01,A DIVISION,1,1,7823,9220,0.84848154
2021-09-01,A DIVISION,1,2,2306,2610,0.8835249
2021-09-01,A DIVISION,2,1,5224,6477,0.8065462
2021-09-01,A DIVISION,2,2,1310,2136,0.61329585
2021-09-01,A DIVISION,3,1,5133,5920,0.86706084
2021-09-01,A DIVISION,3,2,1335,1784,0.7483184
2021-09-01,A DIVISION,4,1,6010,7589,0.7919357
2021-09-01,A DIVISION,4,2,2076,2854,0.7274001
2021-09-01,A DIVISION,5,1,5419,6532,0.8296081
2021-09-01,A DIVISION,5,2,1168,1463,0.7983595
2021-09-01,A DIVISION,6,1,9053,10582,0.85550934
2021-09-01,A DIVISION,6,2,1615,2010,0.8034826
2021-09-01,A DIVISION,7,1,11466,12844,0.89271253
2021-09-01,A DIVISION,7,2,3244,3618,0.89662796
2021-09-01,A DIVISION,GS,1,9342,9344,0.99978596
2021-09-01,A DIVISION,GS,2,2360,2360,1
2021-09-01,B DIVISION,A,1,4985,7551,0.66017747
2021-09-01,B DIVISION,A,2,1578,2519,0.62643903
2021-09-01,B DIVISION,B,1,2633,3920,0.67168367
2021-09-01,B DIVISION,C,1,2537,4000,0.63425
2021-09-01,B DIVISION,C,2,918,1398,0.65665233
2021-09-01,B DIVISION,D,1,3767,5479,0.6875342
2021-09-01,B DIVISION,D,2,1546,1944,0.79526746
2021-09-01,B DIVISION,E,1,5522,8200,0.67341465
2021-09-01,B DIVISION,E,2,1476,1884,0.7834395
2021-09-01,B DIVISION,F,1,5101,7834,0.6511361
2021-09-01,B DIVISION,F,2,1497,1874,0.79882604
2021-09-01,B DIVISION,FS,1,4655,4720,0.9862288
2021-09-01,B DIVISION,FS,2,1849,1894,0.97624075
2021-09-01,B DIVISION,G,1,3986,5636,0.70723915
2021-09-01,B DIVISION,G,2,1882,2078,0.9056785
2021-09-01,B DIVISION,H,1,3264,3365,0.9699851
2021-09-01,B DIVISION,H,2,1350,1398,0.9656652
2021-09-01,B DIVISION,J,1,5033,5580,0.90197134
2021-09-01,B DIVISION,J,2,1701,2005,0.8483791
2021-09-01,B DIVISION,L,1,10169,11049,0.9203548
2021-09-01,B DIVISION,L,2,3581,3938,0.90934485
2021-09-01,B DIVISION,M,1,4209,5400,0.77944446
2021-09-01,B DIVISION,M,2,1998,2056,0.9717899
2021-09-01,B DIVISION,N,1,6166,8625,0.7148985
2021-09-01,B DIVISION,N,2,1365,1944,0.7021605
2021-09-01,B DIVISION,Q,1,4503,6357,0.708353
2021-09-01,B DIVISION,Q,2,1849,2386,0.77493715
2021-09-01,B DIVISION,R,1,4357,5657,0.7701962
2021-09-01,B DIVISION,R,2,1628,1941,0.8387429
2021-10-01,A DIVISION,1,1,8388,9682,0.86634994
2021-10-01,A DIVISION,1,2,2556,2920,0.8753425
2021-10-01,A DIVISION,2,1,5669,6807,0.83281916
2021-10-01,A DIVISION,2,2,1309,2322,0.56373817
2021-10-01,A DIVISION,3,1,5421,6276,0.86376673
2021-10-01,A DIVISION,3,2,1421,1998,0.7112112
2021-10-01,A DIVISION,4,1,6866,8175,0.83987767
2021-10-01,A DIVISION,4,2,2617,3136,0.8345026
2021-10-01,A DIVISION,5,1,5954,6891,0.86402553
2021-10-01,A DIVISION,5,2,1206,1402,0.8601997
2021-10-01,A DIVISION,6,1,9948,11618,0.85625756
2021-10-01,A DIVISION,6,2,2427,2882,0.8421235
2021-10-01,A DIVISION,7,1,12183,13399,0.909247
2021-10-01,A DIVISION,7,2,2901,3202,0.90599626
2021-10-01,A DIVISION,GS,1,11623,11630,0.9993981
2021-10-01,A DIVISION,GS,2,3541,3550,0.9974648
2021-10-01,B DIVISION,A,1,5184,7808,0.6639344
2021-10-01,B DIVISION,A,2,1580,2805,0.56327987
2021-10-01,B DIVISION,B,1,2964,4116,0.7201166
2021-10-01,B DIVISION,C,1,2957,4200,0.7040476
2021-10-01,B DIVISION,C,2,921,1560,0.5903846
2021-10-01,B DIVISION,D,1,3893,5754,0.6765728
2021-10-01,B DIVISION,D,2,1523,2160,0.7050926
2021-10-01,B DIVISION,E,1,6221,8610,0.7225319
2021-10-01,B DIVISION,E,2,1771,2104,0.84173006
2021-10-01,B DIVISION,F,1,5590,8228,0.67938745
2021-10-01,B DIVISION,F,2,1656,2090,0.7923445
2021-10-01,B DIVISION,FS,1,4941,4956,0.9969734
2021-10-01,B DIVISION,FS,2,2107,2120,0.99386793
2021-10-01,B DIVISION,G,1,4911,5924,0.82900065
2021-10-01,B DIVISION,G,2,1978,2315,0.85442764
2021-10-01,B DIVISION,H,1,3285,3390,0.96902657
2021-10-01,B DIVISION,H,2,1540,1565,0.98402554
2021-10-01,B DIVISION,J,1,5367,5859,0.91602665
2021-10-01,B DIVISION,J,2,1911,2240,0.853125
2021-10-01,B DIVISION,L,1,10658,11506,0.92629933
2021-10-01,B DIVISION,L,2,3810,4152,0.9176301
2021-10-01,B DIVISION,M,1,4499,5668,0.7937544
2021-10-01,B DIVISION,M,2,1834,1928,0.95124483
2021-10-01,B DIVISION,N,1,7120,9145,0.77856755
2021-10-01,B DIVISION,N,2,1714,2458,0.6973149
2021-10-01,B DIVISION,Q,1,5003,6615,0.7563114
2021-10-01,B DIVISION,Q,2,1990,2554,0.7791699
2021-10-01,B DIVISION,R,1,4708,5928,0.794197
2021-10-01,B DIVISION,R,2,1797,2158,0.83271545
2021-11-01,A DIVISION,1,1,8531,9666,0.88257813
2021-11-01,A DIVISION,1,2,2378,2591,0.9177924
2021-11-01,A DIVISION,2,1,5735,6805,0.84276265
2021-11-01,A DIVISION,2,2,1464,2312,0.633218
2021-11-01,A DIVISION,3,1,5693,6350,0.89653546
2021-11-01,A DIVISION,3,2,1454,1851,0.7855213
2021-11-01,A DIVISION,4,1,6669,8020,0.8315461
2021-11-01,A DIVISION,4,2,2477,3069,0.8071033
2021-11-01,A DIVISION,5,1,5642,6732,0.8380867
2021-11-01,A DIVISION,5,2,659,913,0.7217963
2021-11-01,A DIVISION,6,1,10030,11710,0.8565329
2021-11-01,A DIVISION,6,2,2072,2574,0.8049728
2021-11-01,A DIVISION,7,1,12081,13397,0.90176904
2021-11-01,A DIVISION,7,2,2878,3182,0.9044626
2021-11-01,A DIVISION,GS,1,11749,11770,0.9982158
2021-11-01,A DIVISION,GS,2,3136,3240,0.96790123
2021-11-01,B DIVISION,A,1,4731,7784,0.6077852
2021-11-01,B DIVISION,A,2,1440,2183,0.6596427
2021-11-01,B DIVISION,B,1,2928,4116,0.7113703
2021-11-01,B DIVISION,C,1,2713,4200,0.6459524
2021-11-01,B DIVISION,C,2,937,1398,0.6702432
2021-11-01,B DIVISION,D,1,3819,5754,0.6637122
2021-11-01,B DIVISION,D,2,1325,1917,0.69118416
2021-11-01,B DIVISION,E,1,6406,8610,0.74401855
2021-11-01,B DIVISION,E,2,1435,1861,0.7710908
2021-11-01,B DIVISION,F,1,6218,8233,0.75525326
2021-11-01,B DIVISION,F,2,1560,1848,0.84415585
2021-11-01,B DIVISION,FS,1,4928,4956,0.99435025
2021-11-01,B DIVISION,FS,2,1860,1868,0.99571735
2021-11-01,B DIVISION,G,1,5450,6155,0.885459
2021-11-01,B DIVISION,G,2,1848,2053,0.9001461
2021-11-01,B DIVISION,H,1,3196,3344,0.95574164
2021-11-01,B DIVISION,H,2,1332,1370,0.9722628
2021-11-01,B DIVISION,J,1,5312,5861,0.90633
2021-11-01,B DIVISION,J,2,1739,1978,0.8791709
2021-11-01,B DIVISION,L,1,10457,11486,0.91041267
