month,division,line,day_type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
2020-02-01,B DIVISION,L,2,2901,3034,0.95616347
2020-02-01,B DIVISION,M,1,4440,5301,0.8375778
2020-02-01,B DIVISION,M,2,2533,2790,0.9078853
2020-02-01,B DIVISION,N,1,5520,8683,0.63572496
2020-02-01,B DIVISION,N,2,1366,2202,0.6203451
2020-02-01,B DIVISION,Q,1,5046,6289,0.8023533
2020-02-01,B DIVISION,Q,2,2192,2452,0.8939641
2020-02-01,B DIVISION,R,1,4209,5343,0.78775966
2020-02-01,B DIVISION,R,2,1913,2160,0.88564813
2020-03-01,A DIVISION,1,1,6403,6952,0.9210299
2020-03-01,A DIVISION,1,2,2111,2227,0.947912
2020-03-01,A DIVISION,2,1,4121,4864,0.84724504
2020-03-01,A DIVISION,2,2,1123,1508,0.74469495
2020-03-01,A DIVISION,3,1,4143,4500,0.9206667
2020-03-01,A DIVISION,3,2,1233,1452,0.84917355
2020-03-01,A DIVISION,4,1,4709,5470,0.8608775
2020-03-01,A DIVISION,4,2,1431,1842,0.776873
2020-03-01,A DIVISION,5,1,4132,4761,0.8678849
2020-03-01,A DIVISION,5,2,1812,1922,0.942768
2020-03-01,A DIVISION,6,1,7286,8380,0.86945105
2020-03-01,A DIVISION,6,2,1701,1948,0.8732033
2020-03-01,A DIVISION,7,1,9094,9775,0.9303325
2020-03-01,A DIVISION,7,2,2218,2514,0.88225937
2020-03-01,A DIVISION,GS,1,7690,7740,0.99354005
2020-03-01,A DIVISION,GS,2,2344,2360,0.9932203
2020-03-01,B DIVISION,A,1,4288,5662,0.7573296
2020-03-01,B DIVISION,A,2,1767,2428,0.7277595
2020-03-01,B DIVISION,B,1,2361,2940,0.80306125
2020-03-01,B DIVISION,C,1,2431,3000,0.8103333
2020-03-01,B DIVISION,C,2,548,774,0.7080103
2020-03-01,B DIVISION,D,1,3171,4110,0.77153283
2020-03-01,B DIVISION,D,2,1313,1537,0.8542616
2020-03-01,B DIVISION,E,1,5239,6154,0.8513162
2020-03-01,B DIVISION,E,2,1352,1466,0.9222374
2020-03-01,B DIVISION,F,1,4656,5875,0.7925106
2020-03-01,B DIVISION,F,2,1205,1451,0.83046174
2020-03-01,B DIVISION,FS,1,3518,3540,0.9937853
2020-03-01,B DIVISION,FS,2,1462,1470,0.9945578
2020-03-01,B DIVISION,G,1,3476,4350,0.79908043
2020-03-01,B DIVISION,G,2,1571,1785,0.88011205
2020-03-01,B DIVISION,H,1,2461,2520,0.9765873
2020-03-01,B DIVISION,H,2,1059,1075,0.9851163
2020-03-01,B DIVISION,J,1,3639,4184,0.86974186
2020-03-01,B DIVISION,J,2,1320,1550,0.8516129
2020-03-01,B DIVISION,L,1,6895,7554,0.91276145
2020-03-01,B DIVISION,L,2,1817,1828,0.9939825
2020-03-01,B DIVISION,M,1,3866,4387,0.88124
2020-03-01,B DIVISION,M,2,1617,1913,0.8452692
2020-03-01,B DIVISION,N,1,4867,6900,0.7053623
2020-03-01,B DIVISION,N,2,1128,1560,0.72307694
2020-03-01,B DIVISION,Q,1,3942,4728,0.8337563
2020-03-01,B DIVISION,Q,2,2030,2312,0.8780277
2020-03-01,B DIVISION,R,1,3523,4230,0.8328605
2020-03-01,B DIVISION,R,2,1416,1504,0.94148934
2020-04-01,A DIVISION,1,1,3851,4030,0.95558316
2020-04-01,A DIVISION,1,2,1024,1168,0.8767123
2020-04-01,A DIVISION,2,1,3236,3729,0.86779296
2020-04-01,A DIVISION,2,2,541,1048,0.51622134
2020-04-01,A DIVISION,3,1,2534,2756,0.9194485
2020-04-01,A DIVISION,3,2,452,652,0.69325155
2020-04-01,A DIVISION,4,1,3643,3930,0.92697203
2020-04-01,A DIVISION,4,2,849,1068,0.7949438
2020-04-01,A DIVISION,5,1,2507,2769,0.905381
2020-04-01,A DIVISION,5,2,700,836,0.83732057
2020-04-01,A DIVISION,6,1,3603,3926,0.91772795
2020-04-01,A DIVISION,6,2,804,1128,0.71276593
2020-04-01,A DIVISION,7,1,3486,4196,0.83079123
2020-04-01,A DIVISION,7,2,1050,1628,0.64496315
2020-04-01,B DIVISION,A,1,2295,2602,0.88201386
2020-04-01,B DIVISION,D,1,2842,3146,0.90336937
2020-04-01,B DIVISION,D,2,720,924,0.77922076
2020-04-01,B DIVISION,E,1,2504,2808,0.8917379
2020-04-01,B DIVISION,E,2,667,840,0.7940476
2020-04-01,B DIVISION,F,1,2486,2808,0.88532764
2020-04-01,B DIVISION,F,2,632,836,0.75598085
2020-04-01,B DIVISION,FS,1,3053,3068,0.9951108
2020-04-01,B DIVISION,FS,2,846,848,0.9976415
2020-04-01,B DIVISION,G,1,2455,3440,0.7136628
2020-04-01,B DIVISION,G,2,816,1023,0.797654
2020-04-01,B DIVISION,H,1,1800,1820,0.989011
2020-04-01,B DIVISION,H,2,623,626,0.99520767
2020-04-01,B DIVISION,J,1,2375,3068,0.77412
2020-04-01,B DIVISION,J,2,673,896,0.7511161
2020-04-01,B DIVISION,L,1,3131,3263,0.95954645
2020-04-01,B DIVISION,L,2,569,576,0.9878472
2020-04-01,B DIVISION,M,1,2359,2916,0.80898494
2020-04-01,B DIVISION,M,2,641,1110,0.57747746
2020-04-01,B DIVISION,N,1,2245,3198,0.7020013
2020-04-01,B DIVISION,N,2,485,944,0.5137712
2020-04-01,B DIVISION,Q,1,2834,3276,0.86507934
2020-04-01,B DIVISION,Q,2,808,1088,0.74264705
2020-04-01,B DIVISION,R,1,2374,2808,0.8454416
2020-04-01,B DIVISION,R,2,715,864,0.8275463
2020-05-01,A DIVISION,1,1,6027,6200,0.9720968
2020-05-01,A DIVISION,1,2,3068,3194,0.960551
2020-05-01,A DIVISION,2,1,5997,6480,0.92546296
2020-05-01,A DIVISION,2,2,2316,2866,0.8080949
2020-05-01,A DIVISION,3,1,5369,5732,0.9366713
2020-05-01,A DIVISION,3,2,1626,1814,0.89636165
2020-05-01,A DIVISION,4,1,6980,7400,0.94324327
2020-05-01,A DIVISION,4,2,2584,2922,0.8843258
2020-05-01,A DIVISION,5,1,3833,4266,0.8984998
2020-05-01,A DIVISION,5,2,2186,2305,0.9483731
2020-05-01,A DIVISION,6,1,5893,6300,0.93539685
2020-05-01,A DIVISION,6,2,2912,3082,0.944841
2020-05-01,A DIVISION,7,1,6578,6669,0.98635477
2020-05-01,A DIVISION,7,2,4022,4236,0.94948065
2020-05-01,B DIVISION,A,1,5317,5718,0.9298706
2020-05-01,B DIVISION,A,2,2856,3086,0.9254699
2020-05-01,B DIVISION,C,1,3075,3244,0.9479038
2020-05-01,B DIVISION,C,2,1569,1710,0.9175439
2020-05-01,B DIVISION,D,1,4683,4984,0.9396067
2020-05-01,B DIVISION,D,2,2370,2532,0.93601894
2020-05-01,B DIVISION,E,1,4185,4320,0.96875
2020-05-01,B DIVISION,E,2,2222,2304,0.9644097
2020-05-01,B DIVISION,F,1,4022,4319,0.93123406
2020-05-01,B DIVISION,F,2,2123,2292,0.9262653
2020-05-01,B DIVISION,FS,1,4694,4720,0.9944915
2020-05-01,B DIVISION,FS,2,2301,2318,0.99266607
2020-05-01,B DIVISION,G,1,4123,4280,0.96331775
2020-05-01,B DIVISION,G,2,2366,2537,0.9325976
2020-05-01,B DIVISION,H,1,2752,2798,0.98355967
2020-05-01,B DIVISION,H,2,1614,1643,0.98234934
2020-05-01,B DIVISION,J,1,4539,4720,0.9616525
2020-05-01,B DIVISION,J,2,2371,2452,0.96696573
2020-05-01,B DIVISION,L,1,5247,5308,0.9885079
2020-05-01,B DIVISION,L,2,4943,5166,0.9568331
2020-05-01,B DIVISION,M,1,4305,4400,0.9784091
2020-05-01,B DIVISION,M,2,2482,2516,0.9864865
2020-05-01,B DIVISION,N,1,4526,5064,0.89375985
2020-05-01,B DIVISION,N,2,2001,2586,0.7737819
2020-05-01,B DIVISION,Q,1,6047,6300,0.95984125
2020-05-01,B DIVISION,Q,2,2765,2984,0.92660856
2020-05-01,B DIVISION,R,1,4109,4324,0.9502775
2020-05-01,B DIVISION,R,2,2234,2376,0.9402357
2020-06-01,A DIVISION,1,1,9645,9982,0.9662392
2020-06-01,A DIVISION,1,2,2233,2336,0.9559075
2020-06-01,A DIVISION,2,1,6428,7120,0.90280896
2020-06-01,A DIVISION,2,2,1696,2092,0.81070745
2020-06-01,A DIVISION,3,1,6087,6512,0.9347359
2020-06-01,A DIVISION,3,2,1162,1304,0.8911043
2020-06-01,A DIVISION,4,1,7410,8140,0.9103194
2020-06-01,A DIVISION,4,2,1728,2136,0.80898875
2020-06-01,A DIVISION,5,1,5936,6626,0.8958648
2020-06-01,A DIVISION,5,2,1501,1556,0.96465296
2020-06-01,A DIVISION,6,1,10968,11715,0.9362356
2020-06-01,A DIVISION,6,2,2130,2256,0.94414896
2020-06-01,A DIVISION,7,1,12821,13568,0.94494396
2020-06-01,A DIVISION,7,2,2863,3054,0.93745905
2020-06-01,B DIVISION,A,1,6740,7538,0.89413637
2020-06-01,B DIVISION,A,2,2131,2249,0.94753224
2020-06-01,B DIVISION,B,1,2847,3332,0.85444176
2020-06-01,B DIVISION,C,1,3251,3553,0.9150014
2020-06-01,B DIVISION,C,2,1176,1248,0.9423077
2020-06-01,B DIVISION,D,1,5480,6108,0.897184
2020-06-01,B DIVISION,D,2,1728,1848,0.9350649
2020-06-01,B DIVISION,E,1,7899,8402,0.9401333
2020-06-01,B DIVISION,E,2,1517,1680,0.9029762
2020-06-01,B DIVISION,F,1,5960,6644,0.89704996
2020-06-01,B DIVISION,F,2,1444,1672,0.8636364
2020-06-01,B DIVISION,FS,1,5162,5192,0.99422187
2020-06-01,B DIVISION,FS,2,1695,1696,0.9994104
2020-06-01,B DIVISION,G,1,5635,5970,0.9438861
2020-06-01,B DIVISION,G,2,1708,1852,0.9222462
2020-06-01,B DIVISION,H,1,3409,3471,0.98213774
2020-06-01,B DIVISION,H,2,1178,1185,0.9940928
2020-06-01,B DIVISION,J,1,5683,5921,0.95980406
2020-06-01,B DIVISION,J,2,1437,1604,0.8958853
2020-06-01,B DIVISION,L,1,6908,7114,0.971043
2020-06-01,B DIVISION,L,2,3401,3626,0.93794817
2020-06-01,B DIVISION,M,1,5562,5888,0.9446331
2020-06-01,B DIVISION,M,2,1798,1820,0.98791206
2020-06-01,B DIVISION,N,1,7713,9324,0.8272201
2020-06-01,B DIVISION,N,2,1326,1836,0.7222222
2020-06-01,B DIVISION,Q,1,6391,6929,0.9223553
2020-06-01,B DIVISION,Q,2,1877,2176,0.8625919
2020-06-01,B DIVISION,R,1,5540,6159,0.8994967
2020-06-01,B DIVISION,R,2,1463,1728,0.8466435
2020-07-01,A DIVISION,1,1,9469,10104,0.9371536
2020-07-01,A DIVISION,1,2,2261,2336,0.96789384
2020-07-01,A DIVISION,2,1,6020,7093,0.84872407
2020-07-01,A DIVISION,2,2,1867,2370,0.7877637
2020-07-01,A DIVISION,3,1,5857,6454,0.90749925
2020-07-01,A DIVISION,3,2,1447,1702,0.8501763
2020-07-01,A DIVISION,4,1,7260,8140,0.8918919
2020-07-01,A DIVISION,4,2,1837,2418,0.7597188
2020-07-01,A DIVISION,5,1,6257,7146,0.87559474
2020-07-01,A DIVISION,5,2,740,798,0.9273183
2020-07-01,A DIVISION,6,1,11156,12244,0.91114014
2020-07-01,A DIVISION,6,2,2314,2558,0.90461296
2020-07-01,A DIVISION,7,1,13587,14388,0.9443286
2020-07-01,A DIVISION,7,2,2806,2900,0.9675862
2020-07-01,B DIVISION,A,1,7024,8250,0.85139394
2020-07-01,B DIVISION,A,2,2194,2532,0.86650866
2020-07-01,B DIVISION,B,1,3503,4312,0.81238407
2020-07-01,B DIVISION,C,1,3154,3559,0.886204
2020-07-01,B DIVISION,C,2,1150,1410,0.81560284
2020-07-01,B DIVISION,D,1,5091,6028,0.8445587
2020-07-01,B DIVISION,D,2,1897,2088,0.90852493
2020-07-01,B DIVISION,E,1,8187,9020,0.9076497
2020-07-01,B DIVISION,E,2,1681,1896,0.88660336
2020-07-01,B DIVISION,F,1,5761,6732,0.8557635
2020-07-01,B DIVISION,F,2,1651,1886,0.8753977
2020-07-01,B DIVISION,FS,1,5169,5192,0.9955701
2020-07-01,B DIVISION,FS,2,1922,1922,1
2020-07-01,B DIVISION,G,1,5622,6160,0.9126623
2020-07-01,B DIVISION,G,2,1918,2094,0.91595036
2020-07-01,B DIVISION,H,1,3589,3696,0.9710498
2020-07-01,B DIVISION,H,2,1358,1420,0.95633805
2020-07-01,B DIVISION,J,1,5779,6142,0.9408987
2020-07-01,B DIVISION,J,2,1965,2028,0.9689349
2020-07-01,B DIVISION,L,1,11322,11932,0.948877
2020-07-01,B DIVISION,L,2,4096,4272,0.9588015
2020-07-01,B DIVISION,M,1,5467,5940,0.9203704
2020-07-01,B DIVISION,M,2,1992,2060,0.9669903
2020-07-01,B DIVISION,N,1,8109,10422,0.7780656
2020-07-01,B DIVISION,N,2,1372,2030,0.6758621
2020-07-01,B DIVISION,Q,1,5946,6929,0.8581325
2020-07-01,B DIVISION,Q,2,2058,2400,0.8575
2020-07-01,B DIVISION,R,1,5150,5962,0.8638041
2020-07-01,B DIVISION,R,2,1797,1944,0.9243827
2020-08-01,A DIVISION,1,1,9094,9690,0.9384933
2020-08-01,A DIVISION,1,2,2825,2920,0.96746576
2020-08-01,A DIVISION,2,1,5515,6800,0.81102943
2020-08-01,A DIVISION,2,2,1880,2485,0.7565392
2020-08-01,A DIVISION,3,1,5340,6352,0.8406801
2020-08-01,A DIVISION,3,2,1753,2090,0.83875597
2020-08-01,A DIVISION,4,1,6454,7697,0.8385085
2020-08-01,A DIVISION,4,2,2009,2556,0.78599375
2020-08-01,A DIVISION,5,1,5642,6777,0.83252174
2020-08-01,A DIVISION,5,2,1984,2106,0.94207025
2020-08-01,A DIVISION,6,1,10121,11453,0.8836986
2020-08-01,A DIVISION,6,2,2237,2580,0.8670543
2020-08-01,A DIVISION,7,1,12283,13710,0.8959154
2020-08-01,A DIVISION,7,2,3380,3464,0.97575057
2020-08-01,A DIVISION,GS,1,8066,8128,0.99237204
2020-08-01,A DIVISION,GS,2,2046,2061,0.992722
2020-08-01,B DIVISION,A,1,6510,7875,0.82666665
2020-08-01,B DIVISION,A,2,2287,2773,0.82473856
2020-08-01,B DIVISION,B,1,3362,4116,0.81681246
2020-08-01,B DIVISION,C,1,3014,3382,0.8911886
2020-08-01,B DIVISION,C,2,1273,1560,0.8160256
2020-08-01,B DIVISION,D,1,4890,5754,0.84984356
2020-08-01,B DIVISION,D,2,2131,2226,0.95732254
2020-08-01,B DIVISION,E,1,7892,8610,0.9166086
2020-08-01,B DIVISION,E,2,1893,2100,0.9014286
2020-08-01,B DIVISION,F,1,5604,6577,0.8520602
2020-08-01,B DIVISION,F,2,1746,2090,0.8354067
2020-08-01,B DIVISION,FS,1,4911,4956,0.9909201
2020-08-01,B DIVISION,FS,2,2109,2120,0.9948113
2020-08-01,B DIVISION,G,1,5600,6044,0.9265387
2020-08-01,B DIVISION,G,2,1952,2146,0.90959924
2020-08-01,B DIVISION,H,1,3373,3528,0.9560658
2020-08-01,B DIVISION,H,2,1489,1565,0.9514377
2020-08-01,B DIVISION,J,1,5363,5859,0.91534394
2020-08-01,B DIVISION,J,2,2065,2240,0.921875
2020-08-01,B DIVISION,L,1,10759,11357,0.94734526
2020-08-01,B DIVISION,L,2,4506,4604,0.97871417
2020-08-01,B DIVISION,M,1,5280,5670,0.93121696
2020-08-01,B DIVISION,M,2,2254,2292,0.9834206
2020-08-01,B DIVISION,N,1,7827,9670,0.8094106
2020-08-01,B DIVISION,N,2,1797,2316,0.77590674
2020-08-01,B DIVISION,Q,1,5910,6847,0.8631517
2020-08-01,B DIVISION,Q,2,2318,2634,0.8800304
2020-08-01,B DIVISION,R,1,5354,5943,0.9008918
2020-08-01,B DIVISION,R,2,2017,2160,0.9337963
2020-09-01,A DIVISION,1,1,8939,9625,0.92872727
2020-09-01,A DIVISION,1,2,2465,2610,0.9444444
2020-09-01,A DIVISION,2,1,5559,6785,0.81930727
2020-09-01,A DIVISION,2,2,1368,2042,0.6699314
2020-09-01,A DIVISION,3,1,5682,6222,0.91321117
2020-09-01,A DIVISION,3,2,1350,1876,0.71961623
2020-09-01,A DIVISION,4,1,6932,7821,0.8863317
2020-09-01,A DIVISION,4,2,2037,2388,0.85301507
2020-09-01,A DIVISION,5,1,6079,6856,0.8866686
2020-09-01,A DIVISION,5,2,1892,2010,0.94129354
2020-09-01,A DIVISION,6,1,10423,11628,0.8963708
2020-09-01,A DIVISION,6,2,2302,2518,0.91421765
2020-09-01,A DIVISION,7,1,13036,13577,0.9601532
2020-09-01,A DIVISION,7,2,3098,3210,0.96510905
2020-09-01,A DIVISION,GS,1,10590,10668,0.9926884
2020-09-01,A DIVISION,GS,2,3042,3042,1
2020-09-01,B DIVISION,A,1,6615,7927,0.8344897
2020-09-01,B DIVISION,A,2,1987,2519,0.78880507
2020-09-01,B DIVISION,B,1,3475,4110,0.8454988
2020-09-01,B DIVISION,C,1,3069,3406,0.90105695
2020-09-01,B DIVISION,C,2,1132,1398,0.8097282
2020-09-01,B DIVISION,D,1,4812,5754,0.8362878
2020-09-01,B DIVISION,D,2,1612,1886,0.854719
2020-09-01,B DIVISION,E,1,7247,8504,0.8521872
2020-09-01,B DIVISION,E,2,1633,1916,0.8522965
2020-09-01,B DIVISION,F,1,5050,6420,0.78660434
2020-09-01,B DIVISION,F,2,1462,1877,0.77890253
2020-09-01,B DIVISION,FS,1,4954,4956,0.9995965
2020-09-01,B DIVISION,FS,2,1879,1894,0.9920803
2020-09-01,B DIVISION,G,1,5268,5880,0.89591837
2020-09-01,B DIVISION,G,2,1607,1904,0.8440126
2020-09-01,B DIVISION,H,1,3451,3528,0.9781746
2020-09-01,B DIVISION,H,2,1370,1398,0.9799714
2020-09-01,B DIVISION,J,1,5479,5857,0.9354618
2020-09-01,B DIVISION,J,2,1888,2004,0.9421158
2020-09-01,B DIVISION,L,1,10548,11466,0.9199372
2020-09-01,B DIVISION,L,2,2761,2898,0.952726
2020-09-01,B DIVISION,M,1,5314,5668,0.9375441
2020-09-01,B DIVISION,M,2,2028,2048,0.9902344
2020-09-01,B DIVISION,N,1,7631,9667,0.7893866
2020-09-01,B DIVISION,N,2,1599,2062,0.7754607
2020-09-01,B DIVISION,Q,1,5931,6648,0.892148
2020-09-01,B DIVISION,Q,2,2443,2688,0.9088542
2020-09-01,B DIVISION,R,1,5192,5907,0.87895715
2020-09-01,B DIVISION,R,2,1690,1940,0.87113404
2020-10-01,A DIVISION,1,1,9256,10064,0.91971385
2020-10-01,A DIVISION,1,2,2224,2372,0.9376054
2020-10-01,A DIVISION,2,1,6044,7128,0.8479237
2020-10-01,A DIVISION,2,2,1480,1920,0.7708333
2020-10-01,A DIVISION,3,1,6008,6551,0.9171119
2020-10-01,A DIVISION,3,2,1425,1886,0.7555673
2020-10-01,A DIVISION,4,1,7427,8207,0.9049592
2020-10-01,A DIVISION,4,2,2624,3166,0.82880604
2020-10-01,A DIVISION,5,1,6458,7186,0.8986919
2020-10-01,A DIVISION,5,2,2006,2026,0.99012834
2020-10-01,A DIVISION,6,1,11376,12240,0.92941177
2020-10-01,A DIVISION,6,2,2095,2390,0.87656903
2020-10-01,A DIVISION,7,1,13703,14141,0.9690262
2020-10-01,A DIVISION,7,2,2973,3122,0.9522742
2020-10-01,A DIVISION,GS,1,11150,11176,0.9976736
2020-10-01,A DIVISION,GS,2,3082,3096,0.99547803
2020-10-01,B DIVISION,A,1,6696,8305,0.8062613
2020-10-01,B DIVISION,A,2,2138,2530,0.8450593
2020-10-01,B DIVISION,B,1,3752,4297,0.87316734
2020-10-01,B DIVISION,C,1,3176,3565,0.89088356
2020-10-01,B DIVISION,C,2,1149,1410,0.8148936
2020-10-01,B DIVISION,D,1,4993,6141,0.81305975
2020-10-01,B DIVISION,D,2,3120,3310,0.94259816
2020-10-01,B DIVISION,E,1,7032,8711,0.8072552
2020-10-01,B DIVISION,E,2,1550,1938,0.7997936
2020-10-01,B DIVISION,F,1,5429,6756,0.803582
2020-10-01,B DIVISION,F,2,1604,1888,0.8495763
2020-10-01,B DIVISION,FS,1,5186,5192,0.9988444
2020-10-01,B DIVISION,FS,2,1922,1922,1
2020-10-01,B DIVISION,G,1,5797,6319,0.917392
2020-10-01,B DIVISION,G,2,1923,2094,0.9183381
2020-10-01,B DIVISION,H,1,3628,3696,0.9816017
2020-10-01,B DIVISION,H,2,1405,1419,0.9901339
2020-10-01,B DIVISION,J,1,5693,6138,0.92750084
2020-10-01,B DIVISION,J,2,1869,2028,0.92159766
2020-10-01,B DIVISION,L,1,11367,12012,0.9463037
2020-10-01,B DIVISION,L,2,4005,4090,0.9792176
2020-10-01,B DIVISION,M,1,5562,5940,0.93636364
2020-10-01,B DIVISION,M,2,2067,2084,0.9918426
2020-10-01,B DIVISION,N,1,8302,10132,0.81938416
2020-10-01,B DIVISION,N,2,2452,3034,0.808174
2020-10-01,B DIVISION,Q,1,6373,6930,0.9196248
2020-10-01,B DIVISION,Q,2,2155,2430,0.8868313
2020-10-01,B DIVISION,R,1,5544,6197,0.89462644
2020-10-01,B DIVISION,R,2,2487,2772,0.89718616
2020-11-01,A DIVISION,1,1,7626,8316,0.9170274
2020-11-01,A DIVISION,1,2,2627,2856,0.9198179
2020-11-01,A DIVISION,2,1,5332,6452,0.8264104
2020-11-01,A DIVISION,2,2,1306,2130,0.61314553
2020-11-01,A DIVISION,3,1,5378,5963,0.90189505
2020-11-01,A DIVISION,3,2,1544,2055,0.7513382
2020-11-01,A DIVISION,4,1,6726,7420,0.906469
2020-11-01,A DIVISION,4,2,2274,2830,0.80353355
2020-11-01,A DIVISION,5,1,5817,6571,0.88525337
2020-11-01,A DIVISION,5,2,953,1186,0.8035413
2020-11-01,A DIVISION,6,1,9968,11167,0.8926301
2020-11-01,A DIVISION,6,2,3194,3630,0.8798898
2020-11-01,A DIVISION,7,1,12342,12875,0.95860195
2020-11-01,A DIVISION,7,2,3397,3682,0.9225964
2020-11-01,A DIVISION,GS,1,10126,10160,0.99665356
2020-11-01,A DIVISION,GS,2,3353,3356,0.99910605
2020-11-01,B DIVISION,A,1,6185,7493,0.82543707
2020-11-01,B DIVISION,A,2,2303,2800,0.8225
2020-11-01,B DIVISION,B,1,3400,3920,0.86734694
2020-11-01,B DIVISION,C,1,2811,3086,0.9108879
2020-11-01,B DIVISION,C,2,1349,1548,0.871447
2020-11-01,B DIVISION,D,1,4494,5473,0.8211219
2020-11-01,B DIVISION,D,2,1705,2144,0.79524255
2020-11-01,B DIVISION,E,1,6293,7138,0.8816195
2020-11-01,B DIVISION,E,2,1925,2134,0.9020619
2020-11-01,B DIVISION,F,1,5205,6189,0.84100825
2020-11-01,B DIVISION,F,2,1819,2053,0.8860205
2020-11-01,B DIVISION,FS,1,4698,4720,0.995339
2020-11-01,B DIVISION,FS,2,2082,2098,0.9923737
2020-11-01,B DIVISION,G,1,5071,5600,0.9055357
2020-11-01,B DIVISION,G,2,1995,2294,0.86965996
2020-11-01,B DIVISION,H,1,3044,3130,0.972524
2020-11-01,B DIVISION,H,2,1186,1216,0.9753289
2020-11-01,B DIVISION,J,1,5250,5580,0.9408602
2020-11-01,B DIVISION,J,2,2102,2224,0.9451439
2020-11-01,B DIVISION,L,1,10626,11177,0.9507023
2020-11-01,B DIVISION,L,2,4190,4337,0.9661056
2020-11-01,B DIVISION,M,1,5042,5400,0.9337037
2020-11-01,B DIVISION,M,2,1827,1845,0.9902439
2020-11-01,B DIVISION,N,1,7176,9118,0.7870147
2020-11-01,B DIVISION,N,2,2009,2391,0.8402342
2020-11-01,B DIVISION,Q,1,5586,6356,0.87885463
2020-11-01,B DIVISION,Q,2,2317,2597,0.8921833
2020-11-01,B DIVISION,R,1,4850,5635,0.8606921
2020-11-01,B DIVISION,R,2,1997,2129,0.93799907
2020-12-01,A DIVISION,1,1,9147,10250,0.89239025
2020-12-01,A DIVISION,1,2,2337,2610,0.8954023
2020-12-01,A DIVISION,2,1,5945,7192,0.8266129
2020-12-01,A DIVISION,2,2,1516,2142,0.7077498
2020-12-01,A DIVISION,3,1,5738,6508,0.88168406
2020-12-01,A DIVISION,3,2,989,1364,0.72507334
2020-12-01,A DIVISION,4,1,7200,8140,0.8845209
2020-12-01,A DIVISION,4,2,1909,2388,0.79941374
2020-12-01,A DIVISION,5,1,6382,7244,0.881005
2020-12-01,A DIVISION,5,2,1654,2059,0.8033026
2020-12-01,A DIVISION,6,1,10572,12245,0.8633728
2020-12-01,A DIVISION,6,2,2184,2518,0.86735505
2020-12-01,A DIVISION,7,1,12870,14192,0.9068489
2020-12-01,A DIVISION,7,2,3359,3614,0.92944103
2020-12-01,A DIVISION,GS,1,11079,11176,0.99132067
2020-12-01,A DIVISION,GS,2,3039,3042,0.9990138
2020-12-01,B DIVISION,A,1,6432,8273,0.77746886
2020-12-01,B DIVISION,A,2,2062,2519,0.8185788
2020-12-01,B DIVISION,B,1,3490,4262,0.8188644
2020-12-01,B DIVISION,C,1,3279,3565,0.9197756
2020-12-01,B DIVISION,C,2,1192,1398,0.85264665
2020-12-01,B DIVISION,D,1,4908,6022,0.8150116
2020-12-01,B DIVISION,D,2,1480,1944,0.7613169
2020-12-01,B DIVISION,E,1,8004,9018,0.8875582
2020-12-01,B DIVISION,E,2,1779,1896,0.93829113
2020-12-01,B DIVISION,F,1,5925,6754,0.87725794
2020-12-01,B DIVISION,F,2,1714,1875,0.9141333
2020-12-01,B DIVISION,FS,1,5190,5192,0.9996148
2020-12-01,B DIVISION,FS,2,1894,1894,1
2020-12-01,B DIVISION,G,1,5782,6328,0.9137168
2020-12-01,B DIVISION,G,2,1870,2073,0.9020743
2020-12-01,B DIVISION,H,1,3233,3364,0.96105826
2020-12-01,B DIVISION,H,2,966,990,0.9757576
2020-12-01,B DIVISION,J,1,5572,6124,0.9098628
2020-12-01,B DIVISION,J,2,1827,2004,0.91167665
2020-12-01,B DIVISION,L,1,11033,11952,0.9231091
2020-12-01,B DIVISION,L,2,3735,3938,0.948451
2020-12-01,B DIVISION,M,1,5553,5920,0.93800676
2020-12-01,B DIVISION,M,2,1653,1684,0.98159146
2020-12-01,B DIVISION,N,1,7917,9972,0.79392296
2020-12-01,B DIVISION,N,2,1498,1944,0.7705761
2020-12-01,B DIVISION,Q,1,5716,6917,0.8263698
2020-12-01,B DIVISION,Q,2,2060,2440,0.8442623
2020-12-01,B DIVISION,R,1,5478,6221,0.8805658
2020-12-01,B DIVISION,R,2,1769,1944,0.9099794
2021-01-01,A DIVISION,1,1,8790,9757,0.90089166
2021-01-01,A DIVISION,1,2,2912,3194,0.9117094
2021-01-01,A DIVISION,2,1,5504,6493,0.8476821
2021-01-01,A DIVISION,2,2,1869,2866,0.6521284
2021-01-01,A DIVISION,3,1,5059,5648,0.8957153
2021-01-01,A DIVISION,3,2,1774,2294,0.7733217
2021-01-01,A DIVISION,4,1,6578,7400,0.88891894
2021-01-01,A DIVISION,4,2,2430,2922,0.8316222
2021-01-01,A DIVISION,5,1,5798,6565,0.88316834
2021-01-01,A DIVISION,5,2,2022,2295,0.88104576
2021-01-01,A DIVISION,6,1,9996,11163,0.8954582
2021-01-01,A DIVISION,6,2,2997,3504,0.85530823
2021-01-01,A DIVISION,7,1,11840,12830,0.9228371
2021-01-01,A DIVISION,7,2,3500,3592,0.9743875
2021-01-01,A DIVISION,GS,2,3713,3724,0.9970462
2021-01-01,B DIVISION,A,1,6511,7500,0.8681333
2021-01-01,B DIVISION,A,2,2564,3048,0.8412073
2021-01-01,B DIVISION,B,1,3385,3920,0.8635204
2021-01-01,B DIVISION,C,1,2993,3240,0.9237654
2021-01-01,B DIVISION,C,2,1418,1710,0.8292398
